lambda,dlambda,pe,espring
3.141368e-04,-1.851171e-07,-3.189603e+01,4.147011e-02
3.139518e-04,-1.850326e-07,-3.189601e+01,4.146845e-02
3.137668e-04,-1.849482e-07,-3.189598e+01,4.146430e-02
3.135819e-04,-1.848638e-07,-3.189596e+01,4.146078e-02
3.133970e-04,-1.847794e-07,-3.189594e+01,4.145555e-02
3.132123e-04,-1.846950e-07,-3.189592e+01,4.145128e-02
3.130276e-04,-1.846107e-07,-3.189592e+01,4.144562e-02
3.128431e-04,-1.845264e-07,-3.189591e+01,4.143576e-02
3.126586e-04,-1.844421e-07,-3.189591e+01,4.143011e-02
3.124742e-04,-1.843579e-07,-3.189592e+01,4.141742e-02
3.122899e-04,-1.842737e-07,-3.189593e+01,4.140430e-02
3.121056e-04,-1.841895e-07,-3.189594e+01,4.138764e-02
3.119215e-04,-1.841053e-07,-3.189595e+01,4.136984e-02
3.117374e-04,-1.840212e-07,-3.189597e+01,4.135262e-02
3.115535e-04,-1.839371e-07,-3.189599e+01,4.133389e-02
3.113696e-04,-1.838530e-07,-3.189602e+01,4.131267e-02
3.111857e-04,-1.837689e-07,-3.189605e+01,4.128686e-02
3.110020e-04,-1.836849e-07,-3.189608e+01,4.126364e-02
3.108184e-04,-1.836009e-07,-3.189611e+01,4.123849e-02
3.106348e-04,-1.835169e-07,-3.189614e+01,4.121493e-02
3.104513e-04,-1.834329e-07,-3.189616e+01,4.119465e-02
3.102680e-04,-1.833490e-07,-3.189619e+01,4.117460e-02
3.100846e-04,-1.832651e-07,-3.189621e+01,4.115511e-02
3.099014e-04,-1.831813e-07,-3.189624e+01,4.113354e-02
3.097183e-04,-1.830974e-07,-3.189626e+01,4.111241e-02
3.095352e-04,-1.830136e-07,-3.189629e+01,4.109143e-02
3.093523e-04,-1.829298e-07,-3.189633e+01,4.106882e-02
3.091694e-04,-1.828460e-07,-3.189637e+01,4.104618e-02
3.089866e-04,-1.827623e-07,-3.189640e+01,4.102372e-02
3.088038e-04,-1.826786e-07,-3.189644e+01,4.100012e-02
3.086212e-04,-1.825949e-07,-3.189649e+01,4.097737e-02
3.084387e-04,-1.825113e-07,-3.189654e+01,4.095148e-02
3.082562e-04,-1.824276e-07,-3.189658e+01,4.092917e-02
3.080738e-04,-1.823440e-07,-3.189662e+01,4.090844e-02
3.078915e-04,-1.822604e-07,-3.189666e+01,4.088736e-02
3.077093e-04,-1.821769e-07,-3.189669e+01,4.086833e-02
3.075271e-04,-1.820934e-07,-3.189672e+01,4.085231e-02
3.073451e-04,-1.820099e-07,-3.189675e+01,4.083523e-02
3.071631e-04,-1.819264e-07,-3.189677e+01,4.081880e-02
3.069812e-04,-1.818430e-07,-3.189680e+01,4.080440e-02
3.067994e-04,-1.817595e-07,-3.189681e+01,4.079065e-02
3.066177e-04,-1.816762e-07,-3.189682e+01,4.077937e-02
3.064361e-04,-1.815928e-07,-3.189683e+01,4.077187e-02
3.062545e-04,-1.815095e-07,-3.189684e+01,4.076617e-02
3.060731e-04,-1.814261e-07,-3.189683e+01,4.076210e-02
3.058917e-04,-1.813429e-07,-3.189682e+01,4.076186e-02
3.057104e-04,-1.812596e-07,-3.189680e+01,4.076466e-02
3.055292e-04,-1.811764e-07,-3.189677e+01,4.076896e-02
3.053480e-04,-1.810932e-07,-3.189675e+01,4.077527e-02
3.051670e-04,-1.810100e-07,-3.189672e+01,4.078225e-02
3.049860e-04,-1.809269e-07,-3.189670e+01,4.079105e-02
3.048051e-04,-1.808437e-07,-3.189667e+01,4.079712e-02
3.046243e-04,-1.807606e-07,-3.189665e+01,4.080342e-02
3.044436e-04,-1.806776e-07,-3.189662e+01,4.081181e-02
3.042630e-04,-1.805945e-07,-3.189660e+01,4.081783e-02
3.040824e-04,-1.805115e-07,-3.189658e+01,4.082386e-02
3.039019e-04,-1.804285e-07,-3.189655e+01,4.083023e-02
3.037216e-04,-1.803456e-07,-3.189653e+01,4.083749e-02
3.035412e-04,-1.802626e-07,-3.189650e+01,4.084357e-02
3.033610e-04,-1.801797e-07,-3.189649e+01,4.084803e-02
3.031809e-04,-1.800968e-07,-3.189647e+01,4.085227e-02
3.030008e-04,-1.800140e-07,-3.189645e+01,4.085524e-02
3.028209e-04,-1.799311e-07,-3.189644e+01,4.085728e-02
3.026410e-04,-1.798483e-07,-3.189642e+01,4.085847e-02
3.024612e-04,-1.797656e-07,-3.189641e+01,4.085755e-02
3.022814e-04,-1.796828e-07,-3.189640e+01,4.085394e-02
3.021018e-04,-1.796001e-07,-3.189639e+01,4.085179e-02
3.019222e-04,-1.795174e-07,-3.189638e+01,4.084794e-02
3.017428e-04,-1.794347e-07,-3.189636e+01,4.084492e-02
3.015634e-04,-1.793521e-07,-3.189635e+01,4.084160e-02
3.013841e-04,-1.792695e-07,-3.189633e+01,4.083826e-02
3.012048e-04,-1.791869e-07,-3.189632e+01,4.083653e-02
3.010257e-04,-1.791043e-07,-3.189630e+01,4.082903e-02
3.008466e-04,-1.790218e-07,-3.189628e+01,4.082267e-02
3.006676e-04,-1.789393e-07,-3.189627e+01,4.081607e-02
3.004887e-04,-1.788568e-07,-3.189625e+01,4.080928e-02
3.003099e-04,-1.787743e-07,-3.189623e+01,4.080483e-02
3.001312e-04,-1.786919e-07,-3.189621e+01,4.079967e-02
2.999525e-04,-1.786095e-07,-3.189619e+01,4.079179e-02
2.997740e-04,-1.785271e-07,-3.189617e+01,4.078514e-02
2.995955e-04,-1.784448e-07,-3.189615e+01,4.077691e-02
2.994171e-04,-1.783624e-07,-3.189612e+01,4.077127e-02
2.992388e-04,-1.782801e-07,-3.189610e+01,4.076608e-02
2.990605e-04,-1.781979e-07,-3.189607e+01,4.076399e-02
2.988824e-04,-1.781156e-07,-3.189604e+01,4.076477e-02
2.987043e-04,-1.780334e-07,-3.189602e+01,4.076358e-02
2.985263e-04,-1.779512e-07,-3.189600e+01,4.076255e-02
2.983484e-04,-1.778691e-07,-3.189598e+01,4.076135e-02
2.981706e-04,-1.777869e-07,-3.189596e+01,4.075638e-02
2.979928e-04,-1.777048e-07,-3.189594e+01,4.075366e-02
2.978152e-04,-1.776227e-07,-3.189592e+01,4.075196e-02
2.976376e-04,-1.775407e-07,-3.189590e+01,4.075117e-02
2.974601e-04,-1.774586e-07,-3.189588e+01,4.074782e-02
2.972827e-04,-1.773766e-07,-3.189586e+01,4.074371e-02
2.971053e-04,-1.772946e-07,-3.189584e+01,4.074028e-02
2.969281e-04,-1.772127e-07,-3.189582e+01,4.073699e-02
2.967509e-04,-1.771308e-07,-3.189580e+01,4.073170e-02
2.965738e-04,-1.770489e-07,-3.189578e+01,4.072611e-02
2.963968e-04,-1.769670e-07,-3.189576e+01,4.072246e-02
2.962199e-04,-1.768851e-07,-3.189575e+01,4.071696e-02
2.960430e-04,-1.768033e-07,-3.189574e+01,4.070758e-02
2.958663e-04,-1.767215e-07,-3.189573e+01,4.070000e-02
2.956896e-04,-1.766398e-07,-3.189571e+01,4.069099e-02
2.955130e-04,-1.765580e-07,-3.189570e+01,4.068037e-02
2.953365e-04,-1.764763e-07,-3.189569e+01,4.067386e-02
2.951600e-04,-1.763946e-07,-3.189567e+01,4.066410e-02
2.949837e-04,-1.763129e-07,-3.189566e+01,4.065476e-02
2.948074e-04,-1.762313e-07,-3.189564e+01,4.064713e-02
2.946312e-04,-1.761497e-07,-3.189563e+01,4.064284e-02
2.944551e-04,-1.760681e-07,-3.189562e+01,4.063961e-02
2.942791e-04,-1.759866e-07,-3.189561e+01,4.063494e-02
2.941031e-04,-1.759050e-07,-3.189562e+01,4.062581e-02
2.939273e-04,-1.758235e-07,-3.189562e+01,4.061878e-02
2.937515e-04,-1.757421e-07,-3.189562e+01,4.061081e-02
2.935758e-04,-1.756606e-07,-3.189562e+01,4.060348e-02
2.934002e-04,-1.755792e-07,-3.189562e+01,4.059614e-02
2.932246e-04,-1.754978e-07,-3.189563e+01,4.058801e-02
2.930492e-04,-1.754164e-07,-3.189563e+01,4.058312e-02
2.928738e-04,-1.753351e-07,-3.189563e+01,4.057926e-02
2.926985e-04,-1.752537e-07,-3.189564e+01,4.057415e-02
2.925233e-04,-1.751724e-07,-3.189565e+01,4.056675e-02
2.923482e-04,-1.750912e-07,-3.189566e+01,4.055931e-02
2.921731e-04,-1.750099e-07,-3.189567e+01,4.055169e-02
2.919981e-04,-1.749287e-07,-3.189569e+01,4.054570e-02
2.918232e-04,-1.748475e-07,-3.189572e+01,4.054111e-02
2.916484e-04,-1.747664e-07,-3.189573e+01,4.053693e-02
2.914737e-04,-1.746852e-07,-3.189574e+01,4.053474e-02
2.912991e-04,-1.746041e-07,-3.189575e+01,4.053582e-02
2.911245e-04,-1.745231e-07,-3.189576e+01,4.053804e-02
2.909500e-04,-1.744420e-07,-3.189577e+01,4.054043e-02
2.907756e-04,-1.743610e-07,-3.189578e+01,4.054344e-02
2.906013e-04,-1.742800e-07,-3.189579e+01,4.054634e-02
2.904271e-04,-1.741990e-07,-3.189579e+01,4.054728e-02
2.902529e-04,-1.741180e-07,-3.189579e+01,4.054931e-02
2.900788e-04,-1.740371e-07,-3.189579e+01,4.055254e-02
2.899048e-04,-1.739562e-07,-3.189579e+01,4.056072e-02
2.897309e-04,-1.738753e-07,-3.189579e+01,4.057099e-02
2.895571e-04,-1.737945e-07,-3.189578e+01,4.058222e-02
2.893833e-04,-1.737137e-07,-3.189577e+01,4.059333e-02
2.892097e-04,-1.736329e-07,-3.189576e+01,4.060445e-02
2.890361e-04,-1.735521e-07,-3.189575e+01,4.061154e-02
2.888625e-04,-1.734714e-07,-3.189574e+01,4.061771e-02
2.886891e-04,-1.733907e-07,-3.189572e+01,4.062625e-02
2.885158e-04,-1.733100e-07,-3.189570e+01,4.063103e-02
2.883425e-04,-1.732293e-07,-3.189567e+01,4.064015e-02
2.881693e-04,-1.731487e-07,-3.189565e+01,4.064568e-02
2.879962e-04,-1.730681e-07,-3.189563e+01,4.064537e-02
2.878232e-04,-1.729875e-07,-3.189560e+01,4.064506e-02
2.876502e-04,-1.729069e-07,-3.189557e+01,4.064726e-02
2.874774e-04,-1.728264e-07,-3.189554e+01,4.065177e-02
2.873046e-04,-1.727459e-07,-3.189550e+01,4.066525e-02
2.871319e-04,-1.726654e-07,-3.189545e+01,4.067756e-02
2.869592e-04,-1.725850e-07,-3.189540e+01,4.069070e-02
2.867867e-04,-1.725045e-07,-3.189535e+01,4.070579e-02
2.866142e-04,-1.724241e-07,-3.189530e+01,4.072183e-02
2.864418e-04,-1.723438e-07,-3.189524e+01,4.073716e-02
2.862695e-04,-1.722634e-07,-3.189519e+01,4.075147e-02
2.860973e-04,-1.721831e-07,-3.189513e+01,4.076579e-02
2.859252e-04,-1.721028e-07,-3.189508e+01,4.078350e-02
2.857531e-04,-1.720225e-07,-3.189503e+01,4.079910e-02
2.855811e-04,-1.719423e-07,-3.189498e+01,4.081783e-02
2.854092e-04,-1.718621e-07,-3.189494e+01,4.083303e-02
2.852374e-04,-1.717819e-07,-3.189490e+01,4.084781e-02
2.850657e-04,-1.717017e-07,-3.189488e+01,4.086132e-02
2.848940e-04,-1.716216e-07,-3.189485e+01,4.087208e-02
2.847224e-04,-1.715415e-07,-3.189484e+01,4.087800e-02
2.845509e-04,-1.714614e-07,-3.189483e+01,4.088251e-02
2.843795e-04,-1.713813e-07,-3.189483e+01,4.088733e-02
2.842082e-04,-1.713013e-07,-3.189484e+01,4.089045e-02
2.840369e-04,-1.712213e-07,-3.189485e+01,4.088954e-02
2.838657e-04,-1.711413e-07,-3.189487e+01,4.089052e-02
2.836946e-04,-1.710614e-07,-3.189489e+01,4.088737e-02
2.835236e-04,-1.709814e-07,-3.189491e+01,4.088061e-02
2.833527e-04,-1.709015e-07,-3.189494e+01,4.087412e-02
2.831818e-04,-1.708217e-07,-3.189497e+01,4.086764e-02
2.830110e-04,-1.707418e-07,-3.189502e+01,4.085791e-02
2.828403e-04,-1.706620e-07,-3.189508e+01,4.084702e-02
2.826697e-04,-1.705822e-07,-3.189514e+01,4.083722e-02
2.824991e-04,-1.705024e-07,-3.189521e+01,4.082334e-02
2.823287e-04,-1.704227e-07,-3.189529e+01,4.080755e-02
2.821583e-04,-1.703429e-07,-3.189535e+01,4.078954e-02
2.819880e-04,-1.702633e-07,-3.189542e+01,4.077037e-02
2.818178e-04,-1.701836e-07,-3.189549e+01,4.075069e-02
2.816476e-04,-1.701039e-07,-3.189555e+01,4.072998e-02
2.814776e-04,-1.700243e-07,-3.189562e+01,4.070701e-02
2.813076e-04,-1.699447e-07,-3.189568e+01,4.068418e-02
2.811377e-04,-1.698652e-07,-3.189575e+01,4.066619e-02
2.809678e-04,-1.697856e-07,-3.189581e+01,4.064890e-02
2.807981e-04,-1.697061e-07,-3.189588e+01,4.063188e-02
2.806284e-04,-1.696266e-07,-3.189595e+01,4.061624e-02
2.804588e-04,-1.695472e-07,-3.189601e+01,4.059746e-02
2.802893e-04,-1.694677e-07,-3.189608e+01,4.057972e-02
2.801199e-04,-1.693883e-07,-3.189615e+01,4.056226e-02
2.799506e-04,-1.693090e-07,-3.189622e+01,4.054324e-02
2.797813e-04,-1.692296e-07,-3.189629e+01,4.052214e-02
2.796121e-04,-1.691503e-07,-3.189636e+01,4.050398e-02
2.794430e-04,-1.690710e-07,-3.189642e+01,4.048801e-02
2.792740e-04,-1.689917e-07,-3.189648e+01,4.047319e-02
2.791050e-04,-1.689124e-07,-3.189654e+01,4.046017e-02
2.789361e-04,-1.688332e-07,-3.189659e+01,4.045011e-02
2.787673e-04,-1.687540e-07,-3.189664e+01,4.043940e-02
2.785986e-04,-1.686749e-07,-3.189668e+01,4.042873e-02
2.784300e-04,-1.685957e-07,-3.189671e+01,4.042170e-02
2.782614e-04,-1.685166e-07,-3.189675e+01,4.041717e-02
2.780930e-04,-1.684375e-07,-3.189678e+01,4.041217e-02
2.779246e-04,-1.683584e-07,-3.189682e+01,4.040678e-02
2.777562e-04,-1.682794e-07,-3.189685e+01,4.039899e-02
2.775880e-04,-1.682004e-07,-3.189688e+01,4.039301e-02
2.774198e-04,-1.681214e-07,-3.189690e+01,4.038794e-02
2.772518e-04,-1.680424e-07,-3.189692e+01,4.038296e-02
2.770838e-04,-1.679635e-07,-3.189693e+01,4.038295e-02
2.769158e-04,-1.678846e-07,-3.189694e+01,4.038575e-02
2.767480e-04,-1.678057e-07,-3.189695e+01,4.038942e-02
2.765802e-04,-1.677268e-07,-3.189696e+01,4.039298e-02
2.764125e-04,-1.676480e-07,-3.189696e+01,4.039480e-02
2.762449e-04,-1.675692e-07,-3.189696e+01,4.039571e-02
2.760774e-04,-1.674904e-07,-3.189696e+01,4.039888e-02
2.759099e-04,-1.674116e-07,-3.189696e+01,4.040330e-02
2.757426e-04,-1.673329e-07,-3.189696e+01,4.040461e-02
2.755753e-04,-1.672542e-07,-3.189695e+01,4.040924e-02
2.754081e-04,-1.671755e-07,-3.189694e+01,4.041368e-02
2.752409e-04,-1.670968e-07,-3.189693e+01,4.041532e-02
2.750739e-04,-1.670182e-07,-3.189693e+01,4.041845e-02
2.749069e-04,-1.669396e-07,-3.189692e+01,4.042102e-02
2.747400e-04,-1.668610e-07,-3.189691e+01,4.042549e-02
2.745732e-04,-1.667825e-07,-3.189690e+01,4.043155e-02
2.744064e-04,-1.667040e-07,-3.189689e+01,4.043938e-02
2.742398e-04,-1.666255e-07,-3.189688e+01,4.044844e-02
2.740732e-04,-1.665470e-07,-3.189687e+01,4.045670e-02
2.739067e-04,-1.664685e-07,-3.189687e+01,4.046268e-02
2.737402e-04,-1.663901e-07,-3.189686e+01,4.047145e-02
2.735739e-04,-1.663117e-07,-3.189685e+01,4.048226e-02
2.734076e-04,-1.662334e-07,-3.189684e+01,4.049115e-02
2.732414e-04,-1.661550e-07,-3.189683e+01,4.049908e-02
2.730753e-04,-1.660767e-07,-3.189683e+01,4.050569e-02
2.729093e-04,-1.659984e-07,-3.189682e+01,4.050759e-02
2.727433e-04,-1.659201e-07,-3.189681e+01,4.051066e-02
2.725774e-04,-1.658419e-07,-3.189679e+01,4.051655e-02
2.724116e-04,-1.657637e-07,-3.189679e+01,4.052195e-02
2.722459e-04,-1.656855e-07,-3.189678e+01,4.052511e-02
2.720803e-04,-1.656073e-07,-3.189679e+01,4.052974e-02
2.719147e-04,-1.655292e-07,-3.189678e+01,4.053307e-02
2.717492e-04,-1.654511e-07,-3.189678e+01,4.053800e-02
2.715838e-04,-1.653730e-07,-3.189677e+01,4.054240e-02
2.714185e-04,-1.652949e-07,-3.189676e+01,4.054609e-02
2.712532e-04,-1.652169e-07,-3.189675e+01,4.055830e-02
2.710880e-04,-1.651389e-07,-3.189674e+01,4.057174e-02
2.709229e-04,-1.650609e-07,-3.189673e+01,4.058716e-02
2.707579e-04,-1.649830e-07,-3.189672e+01,4.060575e-02
2.705930e-04,-1.649050e-07,-3.189671e+01,4.062161e-02
2.704281e-04,-1.648271e-07,-3.189670e+01,4.063360e-02
2.702633e-04,-1.647492e-07,-3.189669e+01,4.064671e-02
2.700986e-04,-1.646714e-07,-3.189668e+01,4.066236e-02
2.699340e-04,-1.645936e-07,-3.189667e+01,4.068324e-02
2.697694e-04,-1.645158e-07,-3.189665e+01,4.070160e-02
2.696049e-04,-1.644380e-07,-3.189665e+01,4.072091e-02
2.694405e-04,-1.643602e-07,-3.189664e+01,4.073584e-02
2.692762e-04,-1.642825e-07,-3.189664e+01,4.074885e-02
2.691120e-04,-1.642048e-07,-3.189664e+01,4.076053e-02
2.689478e-04,-1.641271e-07,-3.189664e+01,4.077236e-02
2.687837e-04,-1.640495e-07,-3.189664e+01,4.078497e-02
2.686197e-04,-1.639719e-07,-3.189665e+01,4.079534e-02
2.684558e-04,-1.638943e-07,-3.189666e+01,4.080691e-02
2.682919e-04,-1.638167e-07,-3.189667e+01,4.081937e-02
2.681281e-04,-1.637392e-07,-3.189668e+01,4.083155e-02
2.679644e-04,-1.636616e-07,-3.189670e+01,4.084144e-02
2.678008e-04,-1.635842e-07,-3.189671e+01,4.084951e-02
2.676373e-04,-1.635067e-07,-3.189672e+01,4.086201e-02
2.674738e-04,-1.634292e-07,-3.189673e+01,4.087547e-02
2.673104e-04,-1.633518e-07,-3.189673e+01,4.089157e-02
2.671471e-04,-1.632744e-07,-3.189674e+01,4.090709e-02
2.669839e-04,-1.631971e-07,-3.189674e+01,4.092308e-02
2.668207e-04,-1.631197e-07,-3.189674e+01,4.093957e-02
2.666576e-04,-1.630424e-07,-3.189674e+01,4.095546e-02
2.664946e-04,-1.629651e-07,-3.189674e+01,4.097044e-02
2.663317e-04,-1.628879e-07,-3.189673e+01,4.098752e-02
2.661688e-04,-1.628106e-07,-3.189672e+01,4.100366e-02
2.660061e-04,-1.627334e-07,-3.189670e+01,4.101848e-02
2.658434e-04,-1.626562e-07,-3.189668e+01,4.103507e-02
2.656807e-04,-1.625791e-07,-3.189666e+01,4.105379e-02
2.655182e-04,-1.625019e-07,-3.189663e+01,4.107529e-02
2.653557e-04,-1.624248e-07,-3.189660e+01,4.109831e-02
2.651934e-04,-1.623478e-07,-3.189657e+01,4.111855e-02
2.650310e-04,-1.622707e-07,-3.189654e+01,4.113629e-02
2.648688e-04,-1.621937e-07,-3.189650e+01,4.115453e-02
2.647067e-04,-1.621167e-07,-3.189646e+01,4.117444e-02
2.645446e-04,-1.620397e-07,-3.189643e+01,4.119191e-02
2.643826e-04,-1.619627e-07,-3.189638e+01,4.120841e-02
2.642207e-04,-1.618858e-07,-3.189634e+01,4.122569e-02
2.640588e-04,-1.618089e-07,-3.189629e+01,4.124190e-02
2.638970e-04,-1.617320e-07,-3.189625e+01,4.125050e-02
2.637353e-04,-1.616552e-07,-3.189620e+01,4.125728e-02
2.635737e-04,-1.615783e-07,-3.189616e+01,4.126049e-02
2.634122e-04,-1.615015e-07,-3.189612e+01,4.126205e-02
2.632507e-04,-1.614248e-07,-3.189608e+01,4.126261e-02
2.630893e-04,-1.613480e-07,-3.189605e+01,4.126242e-02
2.629280e-04,-1.612713e-07,-3.189602e+01,4.126135e-02
2.627668e-04,-1.611946e-07,-3.189600e+01,4.125909e-02
2.626056e-04,-1.611179e-07,-3.189598e+01,4.125559e-02
2.624446e-04,-1.610413e-07,-3.189596e+01,4.125335e-02
2.622836e-04,-1.609646e-07,-3.189594e+01,4.125092e-02
2.621226e-04,-1.608880e-07,-3.189592e+01,4.125019e-02
2.619618e-04,-1.608115e-07,-3.189591e+01,4.125022e-02
2.618010e-04,-1.607349e-07,-3.189590e+01,4.125050e-02
2.616403e-04,-1.606584e-07,-3.189591e+01,4.124902e-02
2.614797e-04,-1.605819e-07,-3.189591e+01,4.124106e-02
2.613191e-04,-1.605054e-07,-3.189592e+01,4.123324e-02
2.611587e-04,-1.604290e-07,-3.189594e+01,4.122280e-02
2.609983e-04,-1.603526e-07,-3.189595e+01,4.121051e-02
2.608380e-04,-1.602762e-07,-3.189597e+01,4.119913e-02
2.606777e-04,-1.601998e-07,-3.189600e+01,4.119008e-02
2.605176e-04,-1.601235e-07,-3.189602e+01,4.118002e-02
2.603575e-04,-1.600472e-07,-3.189606e+01,4.116959e-02
2.601975e-04,-1.599709e-07,-3.189609e+01,4.115688e-02
2.600376e-04,-1.598946e-07,-3.189613e+01,4.114657e-02
2.598777e-04,-1.598184e-07,-3.189616e+01,4.113519e-02
2.597179e-04,-1.597422e-07,-3.189619e+01,4.112374e-02
2.595582e-04,-1.596660e-07,-3.189622e+01,4.111307e-02
2.593986e-04,-1.595898e-07,-3.189624e+01,4.110399e-02
2.592390e-04,-1.595137e-07,-3.189627e+01,4.109868e-02
2.590796e-04,-1.594376e-07,-3.189629e+01,4.109325e-02
2.589202e-04,-1.593615e-07,-3.189632e+01,4.108798e-02
2.587608e-04,-1.592854e-07,-3.189634e+01,4.108510e-02
2.586016e-04,-1.592094e-07,-3.189636e+01,4.108449e-02
2.584424e-04,-1.591334e-07,-3.189637e+01,4.108469e-02
2.582833e-04,-1.590574e-07,-3.189639e+01,4.108331e-02
2.581243e-04,-1.589814e-07,-3.189641e+01,4.108191e-02
2.579654e-04,-1.589055e-07,-3.189642e+01,4.107819e-02
2.578065e-04,-1.588296e-07,-3.189644e+01,4.107263e-02
2.576477e-04,-1.587537e-07,-3.189645e+01,4.106989e-02
2.574890e-04,-1.586778e-07,-3.189647e+01,4.106849e-02
2.573303e-04,-1.586020e-07,-3.189647e+01,4.106826e-02
2.571718e-04,-1.585262e-07,-3.189648e+01,4.107161e-02
2.570133e-04,-1.584504e-07,-3.189650e+01,4.107225e-02
2.568549e-04,-1.583746e-07,-3.189651e+01,4.107197e-02
2.566965e-04,-1.582989e-07,-3.189651e+01,4.107045e-02
2.565383e-04,-1.582232e-07,-3.189650e+01,4.107196e-02
2.563801e-04,-1.581475e-07,-3.189650e+01,4.107356e-02
2.562220e-04,-1.580719e-07,-3.189650e+01,4.107439e-02
2.560639e-04,-1.579962e-07,-3.189650e+01,4.107636e-02
2.559060e-04,-1.579206e-07,-3.189650e+01,4.107635e-02
2.557481e-04,-1.578451e-07,-3.189650e+01,4.107224e-02
2.555903e-04,-1.577695e-07,-3.189650e+01,4.106542e-02
2.554326e-04,-1.576940e-07,-3.189650e+01,4.105992e-02
2.552749e-04,-1.576185e-07,-3.189649e+01,4.105434e-02
2.551173e-04,-1.575430e-07,-3.189648e+01,4.104829e-02
2.549598e-04,-1.574675e-07,-3.189647e+01,4.103944e-02
2.548024e-04,-1.573921e-07,-3.189646e+01,4.103171e-02
2.546450e-04,-1.573167e-07,-3.189645e+01,4.102320e-02
2.544878e-04,-1.572413e-07,-3.189643e+01,4.101582e-02
2.543306e-04,-1.571660e-07,-3.189640e+01,4.100925e-02
2.541734e-04,-1.570907e-07,-3.189637e+01,4.100288e-02
2.540164e-04,-1.570154e-07,-3.189634e+01,4.099869e-02
2.538594e-04,-1.569401e-07,-3.189632e+01,4.099692e-02
2.537025e-04,-1.568648e-07,-3.189629e+01,4.099321e-02
2.535457e-04,-1.567896e-07,-3.189627e+01,4.099158e-02
2.533889e-04,-1.567144e-07,-3.189625e+01,4.098743e-02
2.532322e-04,-1.566392e-07,-3.189623e+01,4.098221e-02
2.530756e-04,-1.565641e-07,-3.189621e+01,4.097496e-02
2.529191e-04,-1.564890e-07,-3.189619e+01,4.096806e-02
2.527627e-04,-1.564139e-07,-3.189618e+01,4.095700e-02
2.526063e-04,-1.563388e-07,-3.189616e+01,4.094678e-02
2.524500e-04,-1.562637e-07,-3.189615e+01,4.093571e-02
2.522938e-04,-1.561887e-07,-3.189613e+01,4.093027e-02
2.521376e-04,-1.561137e-07,-3.189612e+01,4.092512e-02
2.519815e-04,-1.560388e-07,-3.189611e+01,4.092069e-02
2.518255e-04,-1.559638e-07,-3.189609e+01,4.091391e-02
2.516696e-04,-1.558889e-07,-3.189608e+01,4.090865e-02
2.515138e-04,-1.558140e-07,-3.189607e+01,4.090330e-02
2.513580e-04,-1.557391e-07,-3.189605e+01,4.089881e-02
2.512023e-04,-1.556643e-07,-3.189604e+01,4.089527e-02
2.510466e-04,-1.555895e-07,-3.189602e+01,4.089340e-02
2.508911e-04,-1.555147e-07,-3.189601e+01,4.089184e-02
2.507356e-04,-1.554399e-07,-3.189601e+01,4.088922e-02
2.505802e-04,-1.553651e-07,-3.189599e+01,4.088571e-02
2.504249e-04,-1.552904e-07,-3.189597e+01,4.089114e-02
2.502696e-04,-1.552157e-07,-3.189595e+01,4.089715e-02
2.501145e-04,-1.551411e-07,-3.189593e+01,4.090570e-02
2.499594e-04,-1.550664e-07,-3.189591e+01,4.091702e-02
2.498043e-04,-1.549918e-07,-3.189588e+01,4.093178e-02
2.496494e-04,-1.549172e-07,-3.189585e+01,4.094842e-02
2.494945e-04,-1.548426e-07,-3.189582e+01,4.096715e-02
2.493397e-04,-1.547681e-07,-3.189580e+01,4.098256e-02
2.491850e-04,-1.546936e-07,-3.189576e+01,4.099925e-02
2.490303e-04,-1.546191e-07,-3.189574e+01,4.101824e-02
2.488757e-04,-1.545446e-07,-3.189571e+01,4.103913e-02
2.487212e-04,-1.544702e-07,-3.189568e+01,4.105732e-02
2.485668e-04,-1.543957e-07,-3.189566e+01,4.107744e-02
2.484124e-04,-1.543214e-07,-3.189564e+01,4.109630e-02
2.482581e-04,-1.542470e-07,-3.189562e+01,4.111691e-02
2.481039e-04,-1.541726e-07,-3.189560e+01,4.113773e-02
2.479498e-04,-1.540983e-07,-3.189558e+01,4.115343e-02
2.477957e-04,-1.540240e-07,-3.189556e+01,4.116764e-02
2.476417e-04,-1.539498e-07,-3.189554e+01,4.118197e-02
2.474878e-04,-1.538755e-07,-3.189552e+01,4.119642e-02
2.473340e-04,-1.538013e-07,-3.189551e+01,4.120462e-02
2.471802e-04,-1.537271e-07,-3.189551e+01,4.120880e-02
2.470265e-04,-1.536530e-07,-3.189551e+01,4.120943e-02
2.468729e-04,-1.535788e-07,-3.189551e+01,4.121019e-02
2.467194e-04,-1.535047e-07,-3.189552e+01,4.121134e-02
2.465659e-04,-1.534306e-07,-3.189552e+01,4.121218e-02
2.464125e-04,-1.533565e-07,-3.189553e+01,4.121447e-02
2.462592e-04,-1.532825e-07,-3.189554e+01,4.121494e-02
2.461059e-04,-1.532085e-07,-3.189556e+01,4.121269e-02
2.459528e-04,-1.531345e-07,-3.189557e+01,4.121298e-02
2.457997e-04,-1.530605e-07,-3.189559e+01,4.121069e-02
2.456467e-04,-1.529866e-07,-3.189561e+01,4.120377e-02
2.454937e-04,-1.529127e-07,-3.189563e+01,4.119820e-02
2.453408e-04,-1.528388e-07,-3.189566e+01,4.119305e-02
2.451880e-04,-1.527649e-07,-3.189569e+01,4.118691e-02
2.450353e-04,-1.526911e-07,-3.189572e+01,4.118020e-02
